ああ	嗚呼
ちゅうめいぶし	宙明節
ちゅうれん	駐輦
ちゅうれん	駐輿
ちゅしんとう	丶心道
ちゅそく	秋夕
ちゅぱかぶらのぶれどらん	チュパカブラの武レドラン
ちゅらばた	美ら旗
ちゅんあんいるぼ	中央日報
ちゅんちょんし	春川市
ちゅーにゃん	酒醸
ちゅーん	武装
ちゆうい	注意
ちゆうき	仲虺
ちょいちょい	超々
ちょう	蝶
ちょうあい	寵愛
ちょうあい	帳合
ちょうえいえいかげきざん	超鋭鋭過激気斬
ちょうえいとう	調栄湯
ちょうえきたろう	懲役太郎
ちょうおう	釣皇
ちょうおうくらぶ	釣皇倶楽部
ちょうがったいにんしゅりけん	超合体忍シュリケン
ちょうきゅう	長久
ちょうきゅうき	超吸気
ちょうきょう	調教
ちょうきょう	長享
ちょうぎん	朝銀
ちょうぎんがいけん	超銀鎧剣
ちょうぎんがおう	超銀河王
ちょうくちょくにゅう	長駆直入
ちょうけつしてんのう	釣傑四天王
ちょうげん	長元
ちょうげんしゅ	腸原種
ちょうこうしゅんがい	張郃儁乂
ちょうこく	肇国
ちょうこくじ	長谷寺
ちょうこたい	超個体
ちょうさむらいがったいでぃすく	超侍合体ディスク
ちょうし	銚子
ちょうしゃ	庁舎
ちょうしょ	牒書
ちょうしょう	長承
ちょうしょうじ	長松寺
ちょうしょく	朝食
ちょうしんかじゅう	超進化獣
ちょうしんせい	超新星
ちょうしんせいのぎょーてんおー	超新星のギョーテンオー
ちょうじ	長治
ちょうじゅうしん	超獣神
ちょうじゅうりゅうばくえん	超重龍爆炎
ちょうじょうげんしょう	超常現象
ちょうじょうてき	重畳的
ちょうせい	朝誠
ちょうせん	朝鮮
ちょうせんきぞく	朝鮮貴族
ちょうせんこうさい	朝鮮交際
ちょうせんご	朝鮮語
ちょうせんごぞく	朝鮮語族
ちょうせんごのぶんぽう	朝鮮語の文法
ちょうせんごのろーまじひょうきほう	朝鮮語のローマ字表記法
ちょうせんごばんうぃきぺでぃあ	朝鮮語版ウィキペディア
ちょうせんじん	朝鮮人
ちょうせんにっぽう	朝鮮日報
ちょうせんはんとう	朝鮮半島
ちょうせんほうそう	朝鮮放送
ちょうぜい	徴税
ちょうぜっしん	超絶心
ちょうぜったいやらねーだ	超ゼッタイヤラネーダ
ちょうぜつしゅりけんざん	超絶シュリケン斬
ちょうぜつしょうげきばくれつざん	超絶衝撃爆裂斬
ちょうぜつしょうぶちぇんじゃー	超絶勝負チェンジャー
ちょうそう	張璁
ちょうそうこうぎんがいおー	超装光ギンガイオー
ちょうちょう	漲長
ちょうちょうとっきゅうだいおー	超超トッキュウダイオー
ちょうでんじちょくげきほう	超電磁直撃砲
ちょうとく	長徳
ちょうとっきゅうおー	超トッキュウオー
ちょうどきゅうせんかん	超弩級戦艦
ちょうにち	朝日
ちょうにんぽうおおぶろしき	超忍法大風呂敷
ちょうにんれつざん	超忍烈斬
ちょうねんねんだん	超捻捻弾
ちょうばくれつりゅうじんづき	超爆裂龍神突き
ちょうばん	打板
ちょうばんばんちゅう	超蛮蛮肘
ちょうぶ	長部
ちょうぶ	鬯部
ちょうぶ	鳥部
ちょうほう	長保
ちょうむげんれっぱ	超無限烈破
ちょうりゃく	長暦
ちょうりゅうじん	超竜神
ちょうろく	長禄
ちょうわ	長和
ちょうをゆめむ	蝶を夢む
ちょえん	褚燕
ちょか	猪牙
ちょくし	直使
ちょくじゅ	勅授
ちょくそう	直繰
ちょくやく	直訳
ちょごうりょう	猪剛鬣
ちょごのう	猪悟能
ちょしゃ	著者
ちょしょ	著書
ちょじつ	著述
ちょっかく	直角
ちょっかくさんかくけい	直角三角形
ちょっけんしょうこくじ	勅建相国寺
ちょはっかい	猪八戒
ちょま	苧麻
ちょろきち	チョロ吉
ちょん	ゝ
ちょんじゅし	清州市
ちょんわで	青瓦台
ちよいちよい	一寸々々
ちようど	丁度
ちようふじん	地湧夫人
ちようもん	聴聞
ちよく	直
ちよしや	著者
ちよしよ	著書
ちよやく	著訳
ちらくいん	智楽院
ちり	地理
ちり	塵
ちりがく	地理学
ちりく	千栗
ちりひとは	塵芥一片
ちりふうぞく	地理風俗
ちりゆう	池鯉鮒
ちれいほう	地霊砲
ちろくじんじゃ	地禄神社
ちん	琴
ちんい	陳褘
ちんがく	陳蕚
ちんじゃ	螣蛇
ちんとう	椿東
ちんどんや	チンドン屋
ちんのくしゃみ	珍野苦沙弥
ちんぶ	鎮撫
ちんぷんかんぷん	陳奮翰奮
ちーと	神様
ちーとらいふ	勇者生活
ちーふー	芝罘
ぢいろ	地色
ぢか	直
ぢめん	地面
ぢゃんぼ	両棒
ぢろん	持論
つぁいてん	載湉
つい	就
つい	竟
つい	終
ついく	対句
ついたち	朔
ついたちいち	朔日市
ついで	序
ついや	費
ついんてーる	戦士
つう	通
つうしん	通信
つうしんえいせい	通信衛星
つうぞく	通俗
つうぞくきよういく	通俗教育
つうだつい	通達位
つうどく	通読
つうどく	通讀
つうのしょう	都宇荘
つうろ	通路
つか	事
つか	掴
つか	搤
つか	欛
つかいま	遣い魔
つかいまいんぷす	使い魔インプス
つかさ	司
つかさど	主
つかさほう	司法
つかもと	塚本
つかり	束荷
つかれ	衰弱
つがい	番
つき	月
つき	竭
つきあい	交際
つきうす	搗臼
つきさむ	月寒
つきだの	衝田
つきぬきそう	独用将軍
つきのかみ	月神
つきのまなこ	月の眼
つきのものこ	月野物子
つきのわ	月ノ輪
つきのわ	月之輪
つきもりちょう	月森町
つぎ	駅
つく	作
つく	創造
つく	捏
つく	盡
つく	造
つくも	九十九
つくもがみ	九十九髪
つくよね	舂米
つくよみのみこと	月読命
つくり	創造
つくり	旁
つぐのみや	繼宮
つけくは	附加
つけたり	付
つけたり	附
つしまおめがきょく	対馬オメガ局
つじいしゃ	辻医者
つじうらせんべい	辻占煎餅
つた	流
つたかずらきそのかけはし	蔦葛木曽桟
つたのは	蔦の葉
つだ	津田
つちくら	土倉
つちくらさわ	土倉沢
つちくれ	壌
つちけむりのまい	土煙りの舞い
つちのじぎり	土の字斬り
つちばくしん	土驀進
つっけんどん	突剣呑
つつ	豆酘
つつ	銃
つつぐら	高津座
つつし	謹
つつじだい	ツツジ台
つつもたせ	美人局
つづ	綴
つづみ	皷
つづらおがさ	葛小笠
つづらおざき	葛籠尾崎
つづらふじ	葛藤
つづらぼうし	葛帽子
つづれおり	綴織
つと	勉
つと	勤
つとむ	務
つとめ	盗め
つとめ	職掌
つど	集
つな	繋
つなきち	綱吉
つなてみち	綱手道
つなばまち	綱場町
つなよし	綱良
つね	常
つね	恆
つねこと	平言
つねのり	恒憲
つねもち	恒持
つの	発想
つの	角
つのぐひ	角杙神
つのだる	角樽
つのはず	角筈
つば	鍔
つばきたに	椿谷
つばくろ	燕子
つばくろのじんぺい	燕の甚平
つばさ	羽翼
つばさげんしゅ	翼原種
つばさびとがろ	翼人ガロ
つひ	終
つひや	費
つぶ	粒
つぶる	瞑る
つぼ	莟
つぼい	坪井
つぼがさ	壷笠
つぼねがさ	局笠
つぼみ	蕾
つぼみがさ	窄笠
つまおりがさ	褄折笠
つまさき	妻崎
つまざき	妻崎
つましなひめのみこと	妻科媛命
つましょうじ	対馬小路
つまびらか	詳
つまやみずひめのみこと	妻耶美豆媛命
つみ	罪
つみむくい	罪報
つむじ	旋風
つめげんしゅ	爪原種
つも	積
つゆお	露置
つよし	剛
つよし	剛史
つら	列
つらな	列
つりがき	釣書
つる	弦
つる	蔓
つるぎ	剣
つるぎ	聖剣
つるぎじま	剣島
つるぎじまん	剣自慢
つるぎたち	剣太刀
つるしがため	吊姿固
つるしゅりけん	鶴手裏剣
つるひめ	鶴姫
つるまくり	瓜蔓抄
つるや	鶴屋
つわもの	強者
つんどく	積ん読
つーあん	慈安
つーしー	慈禧
つーりすと	観光客
づあん	圖案
づうせばし	道瀬橋
てぃえんじん	天津
てぃえんらん	天藍
てぃらん	暴君
てい	底
てい	手入
てい	氐
ていえん	庭園
ていおうけんへるふぁんぐ	底皇剣ヘルファング
ていかう	抵抗
ていかんのま	帝鑑間
ていぎょく	丁玉
ていこうりつ	抵抗率
ていさい	体裁
ていしゃば	停車場
ていしゃふらん	蹄叉腐爛
ていじん	氐人
ていたんこうこう	帝丹高校
ていたんしょうがっこう	帝丹小学校
ていだん	梯団
ていだん	鼎談
ていちょう	啼鳥
ていていきゃく	蹄蹄脚
ていぶ	鼎部
ていへい	帝昺
ていほん	定本
ていぼく	低木
ていみ	丁未
ていむずがわ	堤向津川
ていむずがわ	堤無津川
ていりつ	鼎立
てうこく	肇國
てうし	調子
てえぶるくろーす	食卓布
てがさ	手傘
てき	剔
てき	敵
てき	滴
てきしゆう	敵讐
てきすいにゃんにゃん	滴水娘々
てきはつ	摘發
てきや	的屋
てぐるま	手車
てこき	手コキ
てごまる	手子生
てしまいえうら	豊島家浦
てしまからと	豊島唐櫃
てしまこう	豊島甲生
てしまゆういちろう	手島雄一郎
てすためんと	契約者
てすためんと	聖典
てすためんと	魔法契約
てっかば	鉄火場
てっこうへい	鉄鋼兵
てっさい	鉄砕
てっしゅうそうく	徹岫宗九
てっせん	鉄線
てっせんこうしゅ	鉄扇公主
てっちさん	鉄囲山
てっちせん	鉄囲山
てっぱつげんしゅ	鉄髪原種
てっぺん	天辺
てっぽうでんらい	鉄砲伝来
てつ	姪
てつ	耋
てつおうぎ	鉄扇
てつかぶと	鉄甲
てつぎゅう	鉄牛
てつさぶろう	銕三郎
てつじろう	銕次郎
てつじんせいせん	鉄神星戦
てつたぬき	鉄狸
てつどうふぁん	鉄道ファン
てつどうゆうびんきょく	鉄道郵便局
てつびん	鉄瓶
てならい	手習
てなれ	手馴
てのめ	手ノ目
てふ	蝶
てほん	手本
てみずしゃ	手水舎
てらこや	寺小屋
てらこやりゆう	寺小屋流
てらさわ	寺沢
てらづか	寺塚
てらやま	天良山
てらやま	寺山
てるくに	輝国
てるひひめ	輝日姫
てろりすと	恐怖政治家
てろる	恐怖
てん	天
てん	貂鼠
てんあん	天安
てんいねつ	転移熱
てんえい	天永
てんおう	天応
てんおん	唸音
てんかい	天蓋
てんかいざんさんきょうだい	天海山三兄弟
てんかこうせい	天下後世
てんかだいせんとそうこう	天下大闡都僧綱
てんかとういつぶそうにんじゃみせん	天下統一武奏ニンジャミセン
てんがい	天蓋
てんがじゅう	天鵞絨
てんきゅうきしがい	天弓騎士牙射
てんきょうき	転経器
てんきよほう	天気予報
てんぎ	天喜
てんぎょう	天慶
てんくうきでん	天空気殿
てんくうこうこう	天空高校
てんくうごうらいじん	天空轟雷神
てんくうごうらいせんぷうじん	天空轟雷旋風神
てんくうざん	天空斬
てんくうじん	天空神
てんくうせんぷうじん	天空旋風神
てんくうだいせいじゃまじえる	天空大聖者マジエル
てんくうだいふうしゃ	天空大風車
てんくうのまい	天空の舞い
てんくうまそうぎり	天空魔槍斬り
てんくうれっぱ	天空裂破
てんぐ	天愚
てんけんこうしんがろ	天剣煌身ガロ
てんげん	天元
てんげんじ	天幻寺
てんげんせいろっどあろー	天幻星ロッドアロー
てんこう	天皇
てんこうせい	天罡星
てんこうせいさんじゅうろくせい	天罡星三十六星
てんさい	甜菜
てんさん	天蚕
てんしぞく	天使族
てんしのいちらん	天使の一覧
てんしゃ	転写
てんしょう	天承
てんしょう	天象
てんしょうがろ	天翔牙狼
てんしょうらいげきほう	天翔雷撃砲
てんしょうらくど	天照楽土
てんしんはん	転身反
てんじ	天治
てんじきとくち	転識得智
てんじくてん	天軸転
てんじょう	天井
てんじん	天神
てんそう	纏創
てんそうじゅつ	天装術
てんそんこうりん	天孫降臨
てんたい	天体
てんだ	転舵
てんだいちぎ	天台智顗
てんだいほっけしゅう	天台法華宗
てんちてんべんだ	天地転変打
てんちばんぶつ	天地万物
てんちゅう	天幬
てんちょう	天長
てんちょー	店長
てんちらかしけんぽう	天地羅荷死憲法
てんてきかんがい	点滴灌漑
てんてんだん	転転弾
てんと	奠都
てんとく	天徳
てんどうぐみ	天童組
てんどばくとつ	天怒爆突
てんな	天和
てんにん	天仁
てんねん	天然
てんのう	天皇
てんのうじかぶら	天王寺蕪
てんのうへいか	天皇陛下
てんのかわ	天ノ川
てんのこえ	天の声
てんのとう	天の塔
てんびんぼう	天秤棒
てんぴょうかんぽう	天平感宝
てんぴょうしょうほう	天平勝宝
てんぴょうほうじ	天平宝字
てんぶん	天文
てんぷうらいげきは	天風雷撃波
てんぷく	顛覆
てんぷるそーど	法剣
てんぺすたす	魔天世界
てんぽう	天保
てんぽうげんすい	天蓬元帥
てんぽうらいらいのたま	天宝来来の玉
てんまかいてんげり	天馬回転蹴り
てんまこうそくかいてんげり	天馬高速回転蹴り
てんまこうふくのぎ	天魔降伏の儀
てんますーぱーかいてんげり	天馬スーパー回転蹴り
てんまぬんちゃく	天馬ヌンチャク
てんみょう	天明
てんめん	纒綿
てんもくどうしんぷろじぇくと	天目童心プロジェクト
てんもん	天文
